Unnamed: 0,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College,csv_file
1,25,Chris Boucher,PF,6-10,200,"January 11, 1993",lc,1,University of Oregon,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
2,4,Lorenzo Brown,PG,6-5,189,"August 26, 1990",us,4,North Carolina State University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
3,33,Marc Gasol,C,7-1,255,"January 29, 1985",es,10,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
4,14,Danny Green,SG,6-6,215,"June 22, 1987",us,9,University of North Carolina,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
5,9,Serge Ibaka,C,6-10,235,"September 18, 1989",cg,9,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
6,2,Kawhi Leonard,SF,6-7,230,"June 29, 1991",us,7,San Diego State University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
7,17,Jeremy Lin,PG,6-3,200,"August 23, 1988",us,8,Harvard University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
8,7,Kyle Lowry,PG,6-1,196,"March 25, 1986",us,12,Villanova University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
9,8,Jordan Loyd,PG,6-4,210,"July 27, 1993",us,R,"Furman University, University of Indianapolis",C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
10,1,Patrick McCaw,SG,6-7,185,"October 25, 1995",us,2,"University of Nevada, Las Vegas",C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
11,20,Jodie Meeks,SG,6-4,210,"August 21, 1987",us,9,University of Kentucky,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
12,0,C.J. Miles,SF,6-6,220,"March 18, 1987",us,13,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
13,13,Malcolm Miller,SF,6-7,210,"March 6, 1993",us,1,College of the Holy Cross,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
14,15,Greg Monroe,C,6-11,265,"June 4, 1990",us,8,Georgetown University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
15,15,Eric Moreland,PF,6-10,238,"December 24, 1991",us,3,Oregon State University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
16,24,Norman Powell,SG,6-4,215,"May 25, 1993",us,3,"University of California, Los Angeles",C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
17,22,Malachi Richardson,SG,6-6,205,"January 5, 1996",us,2,Syracuse University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
18,43,Pascal Siakam,PF,6-9,230,"April 2, 1994",cm,2,New Mexico State University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
19,17,Jonas Valančiūnas,C,7-0,265,"May 6, 1992",lt,6,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
20,23,Fred VanVleet,PG,6-0,195,"February 25, 1994",us,2,Wichita State University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
21,55,Delon Wright,PG,6-5,183,"April 26, 1992",us,3,University of Utah,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
0,2,Jordan Bell,C,6-9,224,"January 7, 1995",us,1,University of Oregon,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
1,12,Andrew Bogut,C,7-0,260,"November 28, 1984",au,13,University of Utah,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
2,4,Quinn Cook,PG,6-2,179,"March 23, 1993",us,2,Duke University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
3,0,DeMarcus Cousins,C,6-11,270,"August 13, 1990",us,8,University of Kentucky,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
4,30,Stephen Curry,PG,6-3,190,"March 14, 1988",us,9,Davidson College,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
5,32,Marcus Derrickson,PF,6-7,249,"February 1, 1996",us,R,Georgetown University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
6,35,Kevin Durant,SF,6-9,240,"September 29, 1988",us,11,University of Texas at Austin,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
7,10,Jacob Evans,SG,6-6,210,"June 18, 1997",us,R,University of Cincinnati,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
8,23,Draymond Green,PF,6-7,230,"March 4, 1990",us,6,Michigan State University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
9,9,Andre Iguodala,SF,6-6,215,"January 28, 1984",us,14,University of Arizona,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
10,21,Jonas Jerebko,PF,6-10,231,"March 2, 1987",se,8,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
11,15,Damian Jones,C,7-0,245,"June 30, 1995",us,2,Vanderbilt University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
12,1,Damion Lee,SG,6-6,210,"October 21, 1992",us,1,"Drexel University, University of Louisville",C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
13,34,Shaun Livingston,PG,6-7,192,"September 11, 1985",us,13,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
14,5,Kevon Looney,C,6-9,220,"February 6, 1996",us,3,"University of California, Los Angeles",C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
15,28,Alfonzo McKinnie,SF,6-8,215,"September 17, 1992",us,1,University of Wisconsin-Green Bay,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
16,11,Klay Thompson,SG,6-7,215,"February 8, 1990",us,7,Washington State University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
0,8,Al-Farouq Aminu,PF,6-9,220,"September 21, 1990",us,8,Wake Forest University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
1,2,Wade Baldwin,PG,6-4,200,"March 29, 1996",us,2,Vanderbilt University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
2,33,Zach Collins,C,7-0,235,"November 19, 1997",us,1,Gonzaga University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
3,31,Seth Curry,SG,6-2,185,"August 23, 1990",us,4,"Liberty University, Duke University",C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
4,4,Maurice Harkless,SF,6-9,220,"May 11, 1993",us,6,St. John's University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
5,5,Rodney Hood,SG,6-8,206,"October 20, 1992",us,4,"Mississippi State University, Duke University",C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
6,0,Enes Kanter,C,6-11,250,"May 20, 1992",ch,7,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
7,17,Skal Labissière,PF,6-11,235,"March 18, 1996",ht,2,University of Kentucky,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
8,10,Jake Layman,SF,6-9,215,"March 7, 1994",us,2,University of Maryland,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
9,11,Meyers Leonard,C,7-1,255,"February 27, 1992",us,6,University of Illinois at Urbana-Champaign,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
10,0,Damian Lillard,PG,6-3,195,"July 15, 1990",us,6,Weber State University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
11,3,CJ McCollum,SG,6-3,190,"September 19, 1991",us,5,Lehigh University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
12,27,Jusuf Nurkić,C,7-0,275,"August 23, 1994",ba,4,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
13,24,Anfernee Simons,SG,6-4,185,"June 8, 1999",us,R,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
14,6,Nik Stauskas,SG,6-6,205,"October 7, 1993",ca,4,University of Michigan,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
15,50,Caleb Swanigan,PF,6-9,250,"April 18, 1997",us,1,Purdue University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
16,9,Gary Trent,SG,6-6,205,"January 18, 1999",us,R,Duke University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
17,1,Evan Turner,PG,6-7,220,"October 27, 1988",us,8,Ohio State University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
0,34,Giannis Antetokounmpo,PF,6-11,242,"December 6, 1994",gr,5,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
1,6,Eric Bledsoe,PG,6-1,205,"December 9, 1989",us,8,University of Kentucky,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
2,13,Malcolm Brogdon,SG,6-5,229,"December 11, 1992",us,2,University of Virginia,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
3,23,Sterling Brown,SG,6-6,232,"February 10, 1995",us,1,Southern Methodist University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
4,7,Isaiah Canaan,PG,6-0,201,"May 21, 1991",us,5,Murray State University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
5,50,Bonzie Colson,SF,6-6,224,"January 12, 1996",us,R,University of Notre Dame,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
6,24,Pat Connaughton,SG,6-4,209,"January 6, 1993",us,3,University of Notre Dame,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
7,8,Matthew Dellavedova,PG,6-4,200,"September 8, 1990",au,5,Saint Mary's College of California,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
8,9,Donte DiVincenzo,SG,6-4,203,"January 31, 1997",us,R,Villanova University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
9,0,Trevon Duval,PG,6-2,189,"August 3, 1998",us,R,Duke University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
10,12,Tim Frazier,PG,6-1,170,"November 1, 1990",us,4,Pennsylvania State University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
11,17,Pau Gasol,C,7-0,250,"July 6, 1980",es,17,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
12,31,John Henson,C,6-11,219,"December 28, 1990",us,6,University of North Carolina,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
13,3,George Hill,PG,6-3,188,"May 4, 1986",us,10,Indiana University-Purdue University Indianapolis,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
14,77,Ersan İlyasova,PF,6-10,235,"May 15, 1987",tr,10,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
15,11,Brook Lopez,C,7-0,270,"April 1, 1988",us,10,Stanford University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
16,7,Thon Maker,C,7-1,221,"February 25, 1997",ss,2,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
17,22,Khris Middleton,SF,6-8,222,"August 12, 1991",us,6,Texas A&M University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
18,41,Nikola Mirotić,PF,6-10,250,"February 11, 1991",me,4,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
19,30,Jaylen Morris,SG,6-5,185,"September 19, 1995",us,1,Molloy,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
20,20,Jason Smith,PF,7-0,240,"March 2, 1986",us,10,Colorado State University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
21,21,Tony Snell,SF,6-7,213,"November 10, 1991",us,5,University of New Mexico,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
22,5,D.J. Wilson,PF,6-10,231,"February 19, 1996",us,1,University of Michigan,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
23,35,Christian Wood,PF,6-10,214,"September 27, 1995",us,2,"University of Nevada, Las Vegas",C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
0,23,DeVaughn Akoon-Purcell,SG,6-6,200,"June 5, 1993",us,R,Illinois State University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
1,5,Will Barton,SG,6-6,190,"January 6, 1991",us,6,University of Memphis,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
2,25,Malik Beasley,SG,6-5,195,"November 26, 1996",us,2,Florida State University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
3,3,Torrey Craig,SF,6-7,215,"December 19, 1990",us,1,University of South Carolina Upstate,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
4,6,Brandon Goodwin,PG,6-2,180,"October 2, 1995",us,R,"University of Central Florida, Florida Gulf Coast University",C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
5,14,Gary Harris,SG,6-4,210,"September 14, 1994",us,4,Michigan State University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
6,41,Juan Hernangómez,PF,6-9,230,"September 28, 1995",es,2,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
7,15,Nikola Jokić,C,7-0,250,"February 19, 1995",rs,3,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
8,20,Tyler Lydon,PF,6-10,225,"April 9, 1996",us,1,Syracuse University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
9,7,Trey Lyles,PF,6-10,234,"November 5, 1995",ca,3,University of Kentucky,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
10,4,Paul Millsap,PF,6-8,246,"February 10, 1985",us,12,Louisiana Tech University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
11,11,Monte Morris,PG,6-3,175,"June 27, 1995",us,1,Iowa State University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
12,27,Jamal Murray,PG,6-4,207,"February 23, 1997",ca,2,University of Kentucky,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
13,24,Mason Plumlee,C,6-11,235,"March 5, 1990",us,5,Duke University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
14,0,Isaiah Thomas,SG,5-9,185,"February 7, 1989",us,7,University of Washington,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
15,8,Jarred Vanderbilt,PF,6-9,214,"April 3, 1999",us,R,University of Kentucky,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
16,45,Thomas Welsh,C,7-0,255,"February 3, 1996",us,R,"University of California, Los Angeles",C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
17,34,Nick Young,SG,6-7,210,"June 1, 1985",us,11,University of Southern California,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
0,43,Jonah Bolden,PF,6-10,220,"January 2, 1996",au,R,"University of California, Los Angeles",C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
1,0,Corey Brewer,SF,6-9,186,"March 5, 1986",us,11,University of Florida,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
2,23,Jimmy Butler,SF,6-8,232,"September 14, 1989",us,7,Marquette University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
3,22,Wilson Chandler,PF,6-9,225,"May 10, 1987",us,10,DePaul University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
4,33,Robert Covington,SF,6-9,225,"December 14, 1990",us,5,Tennessee State University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
5,21,Joel Embiid,C,7-0,250,"March 16, 1994",cm,2,University of Kansas,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
6,11,James Ennis,SF,6-7,210,"July 1, 1990",us,4,"California State University, Long Beach",C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
7,20,Markelle Fultz,SG,6-4,200,"May 29, 1998",us,1,University of Washington,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
8,33,Tobias Harris,PF,6-9,235,"July 15, 1992",us,7,University of Tennessee,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
9,7,Haywood Highsmith,SF,6-7,220,"December 9, 1996",us,R,Wheeling Jesuit University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2019.csv
